Region,Year,Season,ACI_Combined_Seasonal_Smoothed,ACI_Combined_Seasonal_Unsmoothed,CDD_Seasonal_Smoothed,CDD_Seasonal_Unsmoothed,CDD_Seasonal_Unsmoothed_Unstandardized,Rx5Day_Seasonal_Smoothed,Rx5Day_Seasonal_Unsmoothed,Rx5Day_Seasonal_Unsmoothed_Unstandardized,Sea_Level_Seasonal_Smoothed,Sea_Level_Seasonal_Unsmoothed,Sea_Level_Seasonal_Unsmoothed_Unstandardized,T10_Seasonal_Smoothed,T10_Seasonal_Unsmoothed,T10_Seasonal_Unsmoothed_Unstandardized,T90_Seasonal_Smoothed,T90_Seasonal_Unsmoothed,T90_Seasonal_Unsmoothed_Unstandardized,WP90_Seasonal_Smoothed,WP90_Seasonal_Unsmoothed,WP90_Seasonal_Unsmoothed_Unstandardized
CAN,2017,1,0.54,0.58,-1.49,-1.63,21.67,1.95,1.97,31.69,-0.3,-0.3,7028.25,-1.2,-0.84,7.08,1.34,1.11,14.14,0.56,0.98,11.76
USA,2017,1,0.88,1.4,-0.64,0.32,40.56,0.84,2.51,39.66,2.79,2.79,7079.6,-1.25,-1.23,6.15,1.9,2.5,16.53,-0.85,-0.02,9.99
USC,2017,1,0.88,1.41,-0.84,0.01,35.81,1.36,3.09,37.0,1.83,1.83,7068.79,-1.36,-1.1,6.58,1.85,1.93,15.43,-0.31,0.87,10.87
ALA,2017,2,-0.09,-0.72,1.27,1.1,39.81,0.57,0.07,19.74,-4.28,-4.28,6718.48,-0.93,-0.43,6.68,1.49,0.97,15.55,-0.52,-1.01,7.2
CAR,2017,2,0.89,0.56,,,,0.14,0.83,14.35,,,,-1.28,-0.4,8.54,1.34,0.53,12.51,0.79,0.48,11.22
CEA,2017,2,0.52,0.58,-0.63,-0.2,16.41,0.35,0.75,49.9,3.63,3.63,7158.3,-0.84,-0.03,9.77,0.81,0.87,13.37,-1.89,-1.3,6.92
CWP,2017,2,0.42,1.14,-0.59,0.01,45.25,0.78,1.96,44.64,1.11,1.11,7127.47,-0.88,-1.36,4.77,1.19,0.72,13.02,-0.82,0.03,10.08
MID,2017,2,0.1,0.69,-0.98,-1.17,20.73,0.61,2.95,60.44,,,,-0.21,-0.4,8.62,0.23,0.03,10.2,0.44,1.23,13.34
NEA,2017,2,0.7,0.57,-0.33,1.39,17.61,0.3,-0.48,38.32,3.07,3.07,7095.0,-0.93,0.12,10.55,1.05,-0.32,8.68,-0.82,-0.21,9.58
NEF,2017,2,0.2,0.6,-1.44,-1.0,15.95,0.75,1.24,37.9,-0.39,-0.39,7520.27,-0.73,-0.3,9.13,0.82,-0.16,9.55,0.73,1.62,13.35
NPL,2017,2,-0.21,0.04,-0.88,-0.55,29.21,0.47,0.52,19.69,-2.31,-2.31,6843.33,-0.66,-0.38,8.44,0.53,0.18,11.18,0.27,1.39,13.24
NWP,2017,2,0.8,1.13,-0.58,-0.52,22.5,2.46,4.05,47.78,0.63,0.63,7095.45,-0.99,-0.58,7.03,1.66,0.76,13.17,-0.33,-0.48,9.01
SEA,2017,2,0.81,1.54,0.3,3.23,28.79,0.42,0.57,69.42,3.8,3.8,7160.56,-0.6,-0.79,7.61,0.73,1.72,15.0,-0.99,0.0,10.01
SPL,2017,2,0.87,1.06,-0.88,-0.94,36.92,0.76,1.7,42.24,3.6,3.6,7346.45,-0.52,-0.76,7.63,0.89,1.12,13.35,0.31,-0.35,9.24
SWP,2017,2,0.63,0.96,-0.54,0.14,70.45,0.15,0.57,24.67,2.0,2.0,7067.21,-1.02,-1.21,5.24,1.88,1.87,18.14,-0.76,-0.49,7.77
CAN,2017,2,0.54,0.97,-1.5,-0.95,22.71,1.98,2.9,33.86,-0.2,-0.2,7212.42,-1.15,-0.44,8.51,1.27,0.22,11.05,0.56,1.23,11.83
USA,2017,2,0.87,1.24,-0.67,0.13,40.06,0.93,2.16,43.45,2.8,2.8,7087.51,-1.19,-1.17,7.08,1.78,1.87,14.4,-0.83,-0.47,9.18
USC,2017,2,0.87,1.25,-0.87,-0.04,35.7,1.45,2.62,40.7,1.88,1.88,7113.81,-1.3,-0.82,7.78,1.74,1.08,12.85,-0.29,0.45,10.49
ALA,2017,3,-0.06,-0.07,1.27,0.83,38.63,0.56,-0.31,31.06,-4.3,-4.3,6734.74,-0.99,-1.49,3.7,1.61,2.04,17.1,-0.5,0.2,10.52
CAR,2017,3,0.88,0.91,,,,0.14,-0.32,22.64,,,,-1.27,-1.6,5.23,1.31,1.15,14.1,0.79,1.18,11.81
CEA,2017,3,0.52,0.95,-0.59,0.27,17.25,0.37,0.34,53.95,3.63,3.63,7235.13,-0.78,-1.3,6.39,0.73,-0.29,8.38,-1.84,-1.8,5.96
CWP,2017,3,0.44,0.67,-0.62,0.18,46.48,0.75,-0.96,13.17,1.12,1.12,6993.07,-0.95,-2.23,3.04,1.25,1.93,16.99,-0.84,-1.05,6.57
MID,2017,3,0.09,-0.1,-1.0,-0.96,21.27,0.73,0.43,56.34,,,,-0.15,-0.71,7.93,0.11,-0.7,6.0,0.46,0.03,10.11
NEA,2017,3,0.68,0.69,-0.19,1.34,17.53,0.22,-1.1,39.01,3.09,3.09,7115.0,-0.86,-1.4,5.86,0.89,0.04,10.17,-0.76,-1.63,6.86
NEF,2017,3,0.2,0.41,-1.43,-0.9,16.1,0.75,0.77,47.72,-0.24,-0.24,7129.6,-0.66,-1.04,6.74,0.68,-0.83,6.74,0.78,0.79,11.38
NPL,2017,3,-0.23,-0.33,-0.88,-0.36,29.89,0.37,-1.83,25.89,-2.3,-2.3,6990.0,-0.63,-1.2,5.95,0.49,0.27,11.24,0.28,0.56,11.16
NWP,2017,3,0.82,0.96,-0.56,0.61,25.16,2.43,0.44,37.63,0.6,0.6,7036.19,-1.04,-1.84,4.48,1.71,1.58,15.26,-0.28,0.95,12.17
SEA,2017,3,0.82,1.71,0.38,1.91,26.11,0.42,1.37,76.23,3.79,3.79,7250.03,-0.59,-0.69,7.36,0.69,0.59,11.81,-0.95,0.59,11.59
SPL,2017,3,0.85,1.23,-1.02,-0.88,37.1,1.0,1.93,50.24,3.64,3.64,7344.89,-0.48,-1.22,6.9,0.77,0.55,11.32,0.24,-0.16,9.62
SWP,2017,3,0.64,1.17,-0.54,-0.03,69.13,0.21,0.23,19.91,2.05,2.05,7143.42,-1.04,-2.23,4.0,1.88,2.98,18.46,-0.79,-1.27,4.75
CAN,2017,3,0.53,0.52,-1.48,-0.26,23.76,1.88,-1.11,36.05,-0.1,-0.1,7067.42,-1.12,-1.84,5.81,1.18,0.24,10.74,0.61,1.13,11.29
USA,2017,3,0.88,1.61,-0.71,-0.06,39.56,1.11,1.66,44.45,2.81,2.81,7136.39,-1.2,-2.67,5.76,1.72,1.41,13.16,-0.85,-0.75,8.77
USC,2017,3,0.88,1.43,-0.9,-0.1,35.59,1.59,1.32,42.35,1.94,1.94,7121.87,-1.29,-2.65,5.77,1.66,1.13,12.24,-0.28,0.01,10.02
ALA,2017,4,-0.07,-0.16,1.23,0.55,37.45,0.58,1.09,39.15,-4.33,-4.33,6790.11,-1.06,-1.8,1.6,1.7,1.4,17.09,-0.64,-1.25,7.67
CAR,2017,4,0.82,0.35,,,,-0.03,-1.18,10.56,,,,-1.29,-1.18,5.17,1.29,0.66,12.59,0.75,0.72,11.74
CEA,2017,4,0.55,1.6,-0.55,0.73,18.1,0.39,1.95,66.28,3.67,3.67,7230.97,-0.78,-1.0,6.41,0.84,2.03,18.81,-1.81,-1.02,6.5
CWP,2017,4,0.45,0.85,-0.66,0.35,47.7,0.83,2.14,52.11,1.13,1.13,7059.67,-0.94,-0.15,8.94,1.26,1.1,13.98,-0.78,0.35,11.07
MID,2017,4,0.11,0.26,-1.01,-0.75,21.81,0.76,-0.16,42.55,,,,-0.17,-0.39,8.44,0.21,1.41,15.33,0.42,0.42,11.42
NEA,2017,4,0.7,1.5,-0.08,1.29,17.45,0.22,1.08,54.38,3.13,3.13,7141.67,-0.86,-1.4,3.44,0.88,2.67,20.98,-0.81,-0.69,8.2
NEF,2017,4,0.25,1.22,-1.42,-0.81,16.26,0.82,2.19,49.59,-0.12,-0.12,6906.93,-0.65,-0.97,6.27,0.77,2.3,18.79,0.82,2.1,14.12
NPL,2017,4,-0.21,0.26,-0.88,-0.18,30.57,0.41,0.91,23.01,-2.29,-2.29,7046.67,-0.62,-0.05,9.94,0.53,0.6,12.56,0.34,1.95,15.08
NWP,2017,4,0.87,1.11,-0.47,1.74,27.81,2.59,3.66,67.58,0.61,0.61,7051.74,-1.09,-0.69,6.45,1.74,0.64,12.7,-0.35,-0.39,9.07
SEA,2017,4,0.86,1.14,0.39,0.58,23.44,0.46,0.3,61.63,3.87,3.87,7326.77,-0.6,-0.42,8.25,0.78,0.95,13.48,-0.93,-0.17,9.6
SPL,2017,4,0.89,1.33,-1.11,-0.83,37.28,1.07,0.23,37.3,3.78,3.78,7481.89,-0.49,-0.23,9.32,0.82,1.98,15.28,0.3,1.55,13.6
SWP,2017,4,0.66,0.77,-0.56,-0.2,67.82,0.23,-0.45,20.54,2.06,2.06,7146.79,-1.04,-0.79,6.75,1.95,3.56,19.51,-0.76,-0.57,7.65
CAN,2017,4,0.59,1.51,-1.44,0.43,24.8,2.03,3.9,45.55,0.0,0.0,7011.79,-1.13,-0.93,6.84,1.24,1.92,15.15,0.59,1.43,12.27
USA,2017,4,0.92,1.45,-0.77,-0.24,39.06,1.19,0.75,41.15,2.88,2.88,7172.65,-1.22,-1.06,7.22,1.86,3.49,16.26,-0.83,-0.02,9.98
USC,2017,4,0.93,1.59,-0.95,-0.15,35.47,1.7,1.57,42.58,2.03,2.03,7138.78,-1.31,-1.07,7.08,1.77,3.04,15.74,-0.28,0.89,11.12
ALA,2018,1,-0.06,-0.06,1.16,0.17,35.81,0.56,0.77,23.8,-4.39,-4.39,6752.82,-1.1,-1.59,0.8,1.8,1.73,21.15,-0.61,0.23,10.59
CAR,2018,1,0.87,0.86,,,,0.03,0.72,12.23,,,,-1.26,-0.96,5.59,1.37,1.17,16.21,0.82,0.58,11.71
CEA,2018,1,0.53,0.25,-0.5,0.8,18.21,0.36,0.48,41.09,3.6,3.6,7027.7,-0.69,0.25,11.58,0.83,1.21,14.75,-1.83,-2.33,3.7
CWP,2018,1,0.45,-0.22,-0.69,0.59,49.4,0.79,-0.51,42.15,1.12,1.12,7067.6,-0.92,0.07,10.29,1.34,0.72,12.98,-0.8,-1.51,4.52
MID,2018,1,0.08,0.4,-1.03,-0.69,21.98,0.72,0.76,29.48,,,,-0.09,0.15,11.0,0.21,0.54,12.16,0.43,1.55,13.98
NEA,2018,1,0.68,0.75,0.01,1.12,17.16,0.26,0.84,46.53,3.05,3.05,7105.0,-0.82,-0.78,7.38,0.82,-0.06,9.93,-0.88,-0.53,8.57
NEF,2018,1,0.24,0.56,-1.41,-0.69,16.45,0.76,0.63,27.95,-0.05,-0.05,6887.6,-0.57,-0.14,9.86,0.74,0.71,12.29,0.86,2.21,13.76
NPL,2018,1,-0.2,-0.21,-0.88,-0.03,31.11,0.44,0.2,12.56,-2.32,-2.32,6830.0,-0.54,0.19,11.22,0.57,-0.02,10.26,0.45,1.44,14.19
NWP,2018,1,0.91,0.64,-0.35,2.52,29.63,2.68,1.86,55.79,0.6,0.6,7033.96,-1.06,-0.47,7.36,1.79,0.5,12.91,-0.32,-0.64,8.65
SEA,2018,1,0.83,0.25,0.34,-0.44,21.38,0.43,0.62,63.06,3.84,3.84,7084.03,-0.51,0.15,10.9,0.79,1.42,16.42,-0.91,-2.29,5.58
SPL,2018,1,0.89,0.64,-1.17,-0.67,37.79,1.11,1.05,23.88,3.82,3.82,7247.44,-0.42,0.26,11.24,0.82,0.25,10.84,0.31,-0.18,9.67
SWP,2018,1,0.69,0.18,-0.58,-0.08,68.79,0.18,-1.26,17.14,2.1,2.1,7084.75,-1.1,-0.57,7.55,2.09,2.21,19.54,-0.77,-1.07,5.91
CAN,2018,1,0.62,0.67,-1.37,0.92,25.55,2.09,1.68,31.01,0.02,0.02,6979.92,-1.06,-0.39,8.83,1.28,0.62,12.46,0.68,1.06,11.92
USA,2018,1,0.91,0.22,-0.82,-0.22,39.11,1.14,0.12,30.98,2.83,2.83,7020.59,-1.18,-0.4,8.86,1.96,2.06,15.39,-0.83,-1.33,8.14
USC,2018,1,0.93,0.42,-0.98,-0.04,35.71,1.67,0.66,31.01,2.0,2.0,7012.03,-1.25,-0.41,8.87,1.84,1.43,14.05,-0.2,0.01,10.02
ALA,2018,2,-0.02,-0.75,1.07,-0.42,33.24,0.63,1.51,24.61,-4.38,-4.38,6651.37,-1.24,-1.08,1.83,1.85,0.32,11.7,-0.53,0.25,10.7
CAR,2018,2,0.92,0.67,,,,0.17,0.98,14.79,,,,-1.35,-0.92,6.2,1.38,0.49,12.37,0.77,0.28,10.72
CEA,2018,2,0.54,0.51,-0.48,0.06,16.87,0.38,0.22,45.92,3.65,3.65,7194.29,-0.69,-0.46,8.55,0.83,0.22,10.84,-1.81,-1.98,5.31
CWP,2018,2,0.48,0.63,-0.67,0.95,52.03,0.82,0.91,37.1,1.23,1.23,7044.87,-0.98,-1.49,4.32,1.33,0.78,13.29,-0.79,-1.48,6.67
MID,2018,2,0.07,-0.49,-1.04,-0.9,21.42,0.6,-0.21,41.59,,,,-0.16,1.15,13.83,0.27,0.2,10.94,0.38,-0.4,8.92
NEA,2018,2,0.66,0.38,0.06,0.7,16.46,0.24,-0.35,39.38,3.1,3.1,7108.33,-0.75,0.25,11.15,0.75,-0.07,9.85,-0.92,-1.21,7.49
NEF,2018,2,0.22,-0.12,-1.39,-0.53,16.71,0.64,-0.3,31.45,-0.01,-0.01,7330.93,-0.56,0.58,11.81,0.72,-0.25,9.15,0.82,0.29,10.61
NPL,2018,2,-0.19,-0.49,-0.86,0.05,31.4,0.41,-0.8,16.27,-2.33,-2.33,6696.67,-0.59,0.21,11.23,0.6,0.05,10.51,0.47,0.49,11.15
NWP,2018,2,0.96,1.57,-0.22,2.58,29.78,2.64,2.45,41.82,0.69,0.69,7030.26,-1.14,-0.93,5.36,1.82,1.0,14.16,-0.29,1.46,13.07
SEA,2018,2,0.88,0.71,0.3,-0.85,20.55,0.49,0.85,72.35,3.89,3.89,7188.08,-0.63,-0.28,9.08,0.89,1.15,13.2,-0.91,-0.66,8.1
SPL,2018,2,0.92,0.62,-1.19,-0.3,38.94,1.09,-0.6,33.18,3.89,3.89,7341.44,-0.56,-0.14,9.58,0.91,1.26,13.8,0.24,-0.81,8.22
SWP,2018,2,0.73,0.81,-0.55,0.63,74.33,0.24,0.02,21.3,2.16,2.16,7041.42,-1.14,-1.46,4.29,2.11,1.55,16.71,-0.74,-0.53,7.59
CAN,2018,2,0.63,0.54,-1.29,1.01,25.69,1.97,0.55,28.93,0.09,0.09,7108.25,-1.11,-0.19,9.41,1.29,0.27,11.25,0.64,0.58,10.86
USA,2018,2,0.97,0.78,-0.82,0.2,40.25,1.16,0.47,37.73,2.9,2.9,7086.03,-1.34,-1.01,7.46,2.04,1.46,13.39,-0.82,-0.99,8.24
USC,2018,2,0.97,0.67,-0.97,0.37,36.62,1.66,0.57,35.22,2.08,2.08,7090.71,-1.36,-0.63,8.3,1.89,0.94,12.47,-0.23,-0.45,9.54
ALA,2018,3,-0.05,-0.66,0.96,-1.02,30.68,0.67,0.3,34.92,-4.4,-4.4,6678.0,-1.22,-1.12,5.08,1.73,1.52,15.22,-0.47,-0.23,9.43
CAR,2018,3,0.87,1.06,,,,0.16,0.46,30.44,,,,-1.28,-0.54,8.36,1.29,1.45,15.09,0.76,1.8,12.74
CEA,2018,3,0.57,1.67,-0.49,-0.69,15.52,0.34,1.6,63.98,3.71,3.71,7246.17,-0.75,-2.26,3.91,0.87,2.11,17.74,-1.74,-1.52,6.59
CWP,2018,3,0.48,0.4,-0.59,1.31,54.67,0.76,-1.52,10.49,1.24,1.24,6967.67,-0.98,-1.91,3.99,1.3,0.94,13.23,-0.81,-1.12,6.34
MID,2018,3,0.13,0.69,-1.06,-1.12,20.87,0.69,2.04,65.93,,,,-0.29,-1.94,4.75,0.29,0.23,10.86,0.44,0.38,11.08
NEA,2018,3,0.65,1.03,0.08,0.28,15.76,0.14,-0.26,46.02,3.1,3.1,7125.0,-0.74,-1.14,6.63,0.82,2.16,18.61,-0.96,-1.55,7.01
NEF,2018,3,0.23,0.37,-1.36,-0.38,16.97,0.52,-0.96,42.13,-0.02,-0.02,6888.27,-0.62,-1.76,4.58,0.76,1.3,15.4,0.84,0.48,10.83
NPL,2018,3,-0.17,-0.08,-0.83,0.13,31.68,0.37,-0.22,34.41,-2.35,-2.35,6836.67,-0.6,-0.95,6.78,0.6,0.39,11.74,0.57,1.2,12.45
NWP,2018,3,1.0,1.28,-0.09,2.65,29.93,2.57,-1.14,30.15,0.68,0.68,6999.15,-1.13,-1.91,4.31,1.8,2.64,18.76,-0.12,2.11,14.8
SEA,2018,3,0.88,1.04,0.26,-1.26,19.72,0.43,1.25,75.39,3.89,3.89,7223.0,-0.73,-1.81,3.75,0.94,1.08,14.29,-0.95,-0.99,7.39
SPL,2018,3,0.95,1.46,-1.16,0.06,40.1,1.1,0.91,45.86,3.91,3.91,7288.17,-0.61,-1.57,6.09,0.96,1.94,16.12,0.27,0.41,11.06
SWP,2018,3,0.76,1.46,-0.49,1.34,79.88,0.21,-0.53,17.63,2.23,2.23,7135.79,-1.19,-2.48,3.37,2.13,3.68,20.61,-0.74,-0.86,6.44
CAN,2018,3,0.65,0.89,-1.2,1.11,25.84,1.85,-1.18,35.88,0.08,0.08,6962.21,-1.13,-2.02,5.42,1.3,1.97,15.39,0.72,1.84,12.1
USA,2018,3,1.01,1.89,-0.78,0.63,41.4,1.16,1.74,44.65,2.95,2.95,7120.1,-1.44,-3.46,4.63,2.06,2.41,15.82,-0.79,-0.81,8.67
USC,2018,3,1.0,1.77,-0.92,0.79,37.54,1.61,1.39,42.46,2.1,2.1,7086.86,-1.43,-3.21,4.94,1.91,2.63,15.65,-0.15,0.33,10.37
ALA,2018,4,-0.09,-0.27,0.82,-1.61,28.12,0.57,0.13,34.35,-4.43,-4.43,6777.37,-1.28,-1.98,0.78,1.84,4.52,33.23,-0.58,-1.96,6.34
CAR,2018,4,0.81,-0.19,,,,0.1,-1.66,7.42,,,,-1.22,-0.03,10.1,1.24,1.0,13.72,0.69,-0.11,9.76
CEA,2018,4,0.62,1.15,-0.52,-1.43,14.17,0.43,1.47,62.11,3.83,3.83,7257.27,-0.73,0.08,10.06,0.94,1.16,15.07,-1.68,0.13,10.45
CWP,2018,4,0.47,0.01,-0.46,1.68,57.31,0.64,-0.08,32.51,1.25,1.25,7016.8,-1.0,-0.61,6.46,1.27,-0.18,9.14,-0.9,-2.04,3.83
MID,2018,4,0.14,0.02,-1.08,-1.33,20.31,0.82,2.38,64.62,,,,-0.22,1.14,14.22,0.32,0.18,10.76,0.45,0.01,10.03
NEA,2018,4,0.65,0.68,0.06,-0.14,15.05,0.13,0.28,49.0,3.19,3.19,7185.0,-0.66,0.79,13.79,0.75,-0.36,8.74,-0.89,0.87,12.29
NEF,2018,4,0.23,0.26,-1.31,-0.22,17.23,0.57,1.44,46.14,0.06,0.06,6906.93,-0.54,0.98,13.64,0.72,-0.22,9.51,0.82,0.93,11.83
NPL,2018,4,-0.21,-1.0,-0.79,0.21,31.96,0.35,0.02,19.38,-2.38,-2.38,6943.33,-0.51,1.08,16.03,0.5,-1.33,5.07,0.52,-1.31,6.63
NWP,2018,4,1.03,1.07,0.06,2.71,30.08,2.6,2.34,61.63,0.71,0.71,7020.26,-1.13,-0.78,6.02,1.86,2.35,19.73,-0.19,-1.34,6.81
SEA,2018,4,0.94,1.26,0.23,-1.67,18.88,0.57,2.28,79.63,3.94,3.94,7322.77,-0.72,-0.44,8.19,1.11,2.75,20.92,-0.93,-0.94,7.69
SPL,2018,4,0.94,0.77,-1.1,0.43,41.26,1.15,2.02,50.41,3.95,3.95,7474.78,-0.53,0.91,13.42,0.92,-0.52,8.48,0.2,-1.13,7.38
SWP,2018,4,0.78,0.77,-0.38,2.04,85.42,0.17,0.03,23.37,2.29,2.29,7181.0,-1.2,-0.51,7.84,2.17,0.8,12.0,-0.77,-1.0,5.86
CAN,2018,4,0.65,0.42,-1.09,1.21,25.99,1.87,2.0,41.05,0.15,0.15,6990.33,-1.05,0.59,12.1,1.25,0.3,11.01,0.66,-0.39,9.39
USA,2018,4,1.05,1.53,-0.7,1.05,42.55,1.23,2.52,48.62,3.04,3.04,7180.15,-1.42,-0.29,9.17,2.16,2.93,15.24,-0.84,-1.62,7.22
USC,2018,4,1.02,1.23,-0.82,1.21,38.46,1.68,2.76,46.43,2.2,2.2,7140.18,-1.37,0.16,10.43,1.94,1.8,13.41,-0.23,-1.39,8.3
ALA,2019,1,-0.11,-0.68,0.66,-1.94,26.74,0.6,0.61,23.21,-4.42,-4.42,6800.78,-1.29,-1.45,1.68,1.82,1.05,16.94,-0.63,-1.0,7.7
CAR,2019,1,0.81,0.19,,,,0.05,-0.69,7.92,,,,-1.21,-0.61,7.33,1.29,0.89,14.89,0.67,-0.04,9.88
CEA,2019,1,0.67,0.58,-0.57,-1.95,13.22,0.45,1.11,45.08,3.94,3.94,7147.5,-0.83,-1.22,4.92,0.98,0.71,12.73,-1.63,-1.85,5.02
CWP,2019,1,0.52,0.29,-0.3,1.64,57.03,0.68,1.13,59.64,1.36,1.36,7175.47,-0.98,0.98,15.37,1.25,-0.64,7.14,-0.85,-0.24,9.11
MID,2019,1,0.2,0.36,-1.1,-1.5,19.87,0.89,1.44,33.83,,,,-0.33,-0.27,8.79,0.4,0.33,11.36,0.47,1.27,13.26
NEA,2019,1,0.7,1.23,0.01,-0.58,14.32,0.18,0.97,47.37,3.31,3.31,7201.67,-0.73,-1.38,5.05,0.74,-0.51,8.45,-0.76,1.23,13.37
NEF,2019,1,0.3,0.79,-1.26,-0.23,17.21,0.63,1.28,29.91,0.16,0.16,6978.93,-0.66,-0.74,7.67,0.79,0.13,10.56,0.85,1.64,12.78
NPL,2019,1,-0.22,-0.65,-0.72,0.42,32.72,0.3,-0.23,11.79,-2.41,-2.41,6816.67,-0.51,1.17,16.38,0.53,-0.15,9.56,0.46,-0.01,10.01
NWP,2019,1,1.07,0.7,0.2,2.47,29.53,2.58,1.3,52.58,0.83,0.83,7139.89,-1.12,0.18,11.41,1.85,0.15,11.13,-0.17,-0.28,9.4
SEA,2019,1,1.0,0.92,0.21,-1.71,18.81,0.68,2.36,80.88,4.02,4.02,7190.1,-0.83,-1.57,3.14,1.17,0.93,14.2,-0.93,-2.0,6.15
SPL,2019,1,1.0,0.89,-1.01,0.42,41.25,1.28,1.45,25.51,4.05,4.05,7302.0,-0.6,0.07,10.43,0.94,-0.4,8.82,0.15,-0.4,9.24
SWP,2019,1,0.83,0.73,-0.25,2.29,87.36,0.29,1.36,41.21,2.37,2.37,7143.54,-1.18,0.43,11.58,2.09,-0.44,8.07,-0.72,-0.28,8.95
CAN,2019,1,0.71,0.68,-0.96,1.24,26.04,1.88,1.27,30.03,0.28,0.28,7073.25,-1.09,-0.02,10.25,1.29,0.2,11.02,0.65,0.44,10.8
USA,2019,1,1.13,1.12,-0.59,1.1,42.66,1.4,2.82,40.77,3.16,3.16,7114.25,-1.49,-0.61,8.18,2.17,0.38,11.05,-0.82,-0.99,8.61
USC,2019,1,1.11,1.2,-0.7,1.26,38.58,1.85,3.2,37.27,2.34,2.34,7105.62,-1.43,-0.33,9.13,1.96,0.31,11.01,-0.22,-0.31,9.7
ALA,2019,2,-0.12,-0.68,0.48,-1.71,27.73,0.66,-0.04,19.37,-4.49,-4.49,6671.85,-1.3,-1.2,0.93,1.92,3.7,31.93,-0.57,-0.37,8.97
CAR,2019,2,0.87,1.0,,,,0.09,-0.81,9.38,,,,-1.23,-1.27,4.61,1.46,2.84,21.96,0.7,0.71,11.78
CEA,2019,2,0.67,0.02,-0.62,-2.04,13.06,0.37,-0.01,44.22,3.99,3.99,7196.33,-0.95,-0.78,7.66,1.01,-0.24,9.07,-1.7,-2.55,3.95
CWP,2019,2,0.52,0.43,-0.18,0.8,50.91,0.71,2.58,49.09,1.32,1.32,7028.6,-0.89,0.14,9.98,1.23,0.19,10.68,-0.85,-1.68,6.23
MID,2019,2,0.22,-0.51,-1.11,-1.58,19.67,0.95,1.59,52.31,,,,-0.39,0.89,12.94,0.4,-1.14,5.23,0.47,-0.5,8.64
NEA,2019,2,0.72,0.32,-0.04,-1.06,13.51,0.15,-0.11,41.46,3.36,3.36,7101.67,-0.8,-0.6,7.24,0.72,-1.04,5.33,-0.65,0.18,10.39
NEF,2019,2,0.34,-0.05,-1.2,-0.58,16.64,0.61,0.25,33.74,0.2,0.2,7403.6,-0.76,-0.09,9.78,0.78,-1.25,4.86,0.92,0.2,10.42
NPL,2019,2,-0.24,-0.85,-0.63,0.89,34.43,0.11,-2.87,10.89,-2.38,-2.38,6776.67,-0.51,0.42,12.22,0.54,-0.59,7.11,0.43,-0.07,9.85
NWP,2019,2,1.07,1.0,0.31,1.64,27.57,2.37,0.19,33.46,0.76,0.76,6989.89,-1.12,-0.82,5.87,1.97,3.24,23.41,-0.12,-0.03,9.95
SEA,2019,2,1.02,0.61,0.22,-1.0,20.24,0.62,-0.6,56.84,4.08,4.08,7241.05,-0.93,-1.02,6.96,1.27,1.39,13.95,-1.0,-1.66,5.24
SPL,2019,2,1.03,0.69,-0.97,-0.32,38.88,1.45,2.66,46.02,4.17,4.17,7418.56,-0.58,1.29,14.08,0.91,-1.07,6.56,0.04,-0.86,8.11
SWP,2019,2,0.83,0.87,-0.16,1.62,82.09,0.36,1.87,32.49,2.39,2.39,7084.21,-1.11,0.13,10.2,2.03,-0.07,9.45,-0.75,-1.0,5.43
CAN,2019,2,0.72,0.37,-0.82,1.14,25.88,1.67,-1.1,25.47,0.3,0.3,7112.83,-1.12,-0.45,8.48,1.34,0.54,12.28,0.7,0.45,10.68
USA,2019,2,1.16,0.83,-0.53,0.37,40.72,1.47,2.05,43.08,3.2,3.2,7109.53,-1.49,-0.12,9.59,2.19,0.94,12.12,-0.88,-1.73,6.9
USC,2019,2,1.14,0.79,-0.62,0.57,37.07,1.87,1.68,38.19,2.37,2.37,7110.23,-1.45,-0.31,9.15,2.01,0.86,12.26,-0.24,-1.17,8.78
ALA,2019,3,-0.15,-0.48,0.3,-1.48,28.71,0.53,-0.59,29.29,-4.58,-4.58,6651.11,-1.37,-1.93,2.08,2.15,4.81,27.08,-0.66,-1.47,6.27
CAR,2019,3,0.9,1.2,,,,0.03,-0.83,17.48,,,,-1.24,-1.69,4.97,1.51,2.17,17.53,0.81,1.77,12.7
CEA,2019,3,0.67,0.65,-0.66,-2.14,12.89,0.31,-0.22,49.55,4.09,4.09,7264.14,-1.02,-2.49,3.3,1.05,0.5,11.46,-1.8,-3.56,1.95
CWP,2019,3,0.51,0.07,-0.09,-0.05,44.8,0.63,-0.98,13.1,1.27,1.27,6954.47,-0.9,-1.56,5.0,1.18,0.26,10.66,-0.85,-0.88,7.13
MID,2019,3,0.21,-0.24,-1.12,-1.66,19.46,0.89,0.38,56.04,,,,-0.5,-1.55,5.76,0.4,-0.78,5.56,0.4,-0.7,8.08
NEA,2019,3,0.69,0.7,-0.09,-1.55,12.7,0.13,0.36,51.18,3.46,3.46,7155.0,-0.78,-1.81,4.64,0.58,-0.17,9.36,-0.7,-1.46,7.18
NEF,2019,3,0.34,0.44,-1.15,-0.93,16.06,0.47,-0.42,43.9,0.26,0.26,7098.27,-0.8,-1.98,3.93,0.77,-0.33,8.75,0.92,0.94,11.64
