Region,Year,Month,ACI_Combined_Monthly_Smoothed,ACI_Combined_Monthly_Unsmoothed,CDD_Monthly_Smoothed,CDD_Monthly_Unsmoothed,CDD_Monthly_Unsmoothed_Unstandardized,Rx5Day_Monthly_Smoothed,Rx5Day_Monthly_Unsmoothed,Rx5Day_Monthly_Unsmoothed_Unstandardized,Sea_Level_Monthly_Smoothed,Sea_Level_Monthly_Unsmoothed,Sea_Level_Monthly_Unsmoothed_Unstandardized,T10_Monthly_Smoothed,T10_Monthly_Unsmoothed,T10_Monthly_Unsmoothed_Unstandardized,T90_Monthly_Smoothed,T90_Monthly_Unsmoothed,T90_Monthly_Unsmoothed_Unstandardized,WP90_Monthly_Smoothed,WP90_Monthly_Unsmoothed,WP90_Monthly_Unsmoothed_Unstandardized
MID,1961.0,9.0,0.12,1.32,0.71,0.91,26.13,-0.04,1.53,76.51,,,,-0.14,0.05,10.07,-0.14,1.12,15.64,-0.09,3.09,23.17
NEA,1961.0,9.0,-0.19,0.56,-0.06,2.25,19.05,-0.19,-0.29,43.46,-0.93,-1.77,6885.0,-0.21,-1.29,3.53,0.11,2.59,25.1,-0.28,-0.69,7.15
NEF,1961.0,9.0,0.12,1.32,1.01,2.24,21.29,-0.22,1.61,58.91,-0.21,0.25,6803.2,-0.18,-1.04,5.96,-0.06,2.59,24.51,0.04,0.17,10.51
NPL,1961.0,9.0,0.22,-0.13,-0.17,0.19,31.88,-0.27,-0.77,22.18,1.21,0.62,7360.0,-0.05,1.22,20.06,-0.03,-0.89,4.75,0.53,1.27,14.8
NWP,1961.0,9.0,0.33,0.26,0.79,1.09,26.27,0.16,0.21,49.05,-0.04,-0.57,6965.11,-0.14,0.48,12.78,0.11,-0.83,5.67,0.84,2.15,16.63
SEA,1961.0,9.0,-0.12,-0.04,-0.18,0.45,23.16,0.15,-1.51,41.64,-0.84,-0.96,7115.92,-0.1,-0.08,9.37,-0.09,0.83,14.05,0.12,0.87,14.69
SPL,1961.0,9.0,-0.13,0.26,0.42,-0.23,39.17,0.08,1.12,57.24,-1.22,1.05,7248.0,-0.08,1.39,18.05,-0.19,-0.96,6.16,0.04,1.99,18.67
SWP,1961.0,9.0,0.1,-0.21,0.64,0.68,74.71,-0.3,0.3,23.58,0.07,-0.85,7065.13,-0.29,1.4,17.69,0.07,-1.24,3.5,-0.2,1.28,15.84
CAN,1961.0,9.0,0.12,0.41,0.53,1.51,26.43,-0.22,0.33,41.34,-0.03,-0.07,6934.19,-0.14,0.5,12.14,-0.01,0.64,12.52,0.31,0.52,11.22
USA,1961.0,9.0,0.05,0.31,0.72,0.48,41.0,-0.05,0.92,46.71,-0.4,-0.98,7075.63,-0.24,0.85,12.79,-0.11,-0.08,9.44,-0.07,2.4,16.22
USC,1961.0,9.0,0.1,0.42,0.74,0.7,37.34,-0.14,0.92,45.25,-0.29,-0.72,7045.86,-0.22,0.75,12.52,-0.05,0.4,10.74,0.1,1.97,13.74
ALA,1961.0,10.0,0.25,0.02,0.24,-0.28,33.85,0.05,0.69,39.96,1.18,0.57,7211.33,0.0,1.41,22.45,-0.09,-0.59,5.27,0.1,1.12,13.46
CAR,1961.0,10.0,-0.06,-0.18,,,,0.14,2.47,38.22,,,,0.07,2.36,24.09,-0.13,-0.58,7.51,-0.17,-0.26,9.19
CEA,1961.0,10.0,-0.22,0.16,-0.27,0.25,17.21,-0.16,-1.34,31.71,-0.78,-0.16,7051.32,-0.12,-0.61,6.17,0.03,1.14,17.56,-0.24,0.48,12.02
CWP,1961.0,10.0,0.12,-0.1,0.47,-0.05,44.76,-0.32,0.09,31.93,0.21,-1.24,6925.8,-0.29,0.67,13.72,0.12,-0.08,9.42,-0.03,1.37,17.21
MID,1961.0,10.0,0.12,0.49,0.7,1.09,26.58,-0.02,-0.32,37.62,,,,-0.13,-0.73,5.31,-0.15,0.17,11.64,-0.08,0.8,14.12
NEA,1961.0,10.0,-0.18,0.44,-0.02,2.38,19.26,-0.15,0.87,56.48,-0.93,-2.08,6915.0,-0.21,-0.77,5.4,0.12,1.63,18.83,-0.28,-0.94,6.63
NEF,1961.0,10.0,0.13,0.48,1.04,2.39,21.55,-0.21,-1.03,30.59,-0.21,-0.42,6784.8,-0.17,-0.67,5.98,-0.06,0.8,15.6,0.05,0.45,11.13
NPL,1961.0,10.0,0.23,0.21,-0.15,0.12,31.63,-0.25,0.45,19.87,1.19,0.08,7320.0,-0.04,0.66,14.13,-0.02,0.2,11.33,0.56,1.07,14.18
NWP,1961.0,10.0,0.35,0.3,0.8,0.98,26.0,0.19,1.51,63.0,-0.05,-0.7,6986.71,-0.14,1.6,18.76,0.12,-0.32,8.34,0.87,1.96,17.17
SEA,1961.0,10.0,-0.14,-0.03,-0.21,0.6,23.47,0.13,-1.52,33.22,-0.85,-0.62,7093.46,-0.09,-0.39,7.71,-0.1,-0.31,7.58,0.13,1.31,14.37
SPL,1961.0,10.0,-0.14,-0.04,0.36,-0.19,39.29,0.08,-0.6,27.41,-1.2,-0.62,7121.0,-0.06,-0.16,9.16,-0.21,-0.13,9.38,0.06,1.16,14.05
SWP,1961.0,10.0,0.09,-0.16,0.62,0.65,74.48,-0.31,-0.8,14.43,0.07,-1.56,7015.63,-0.28,0.72,14.27,0.08,-0.19,9.03,-0.18,1.67,19.0
CAN,1961.0,10.0,0.13,0.29,0.56,1.46,26.35,-0.18,0.68,37.63,-0.04,-0.86,6939.96,-0.13,0.75,13.29,0.01,0.43,11.94,0.33,0.78,11.63
USA,1961.0,10.0,0.05,0.04,0.68,0.5,41.06,-0.05,-1.01,29.0,-0.4,-0.68,7072.72,-0.22,0.43,11.55,-0.11,-0.2,9.26,-0.05,2.06,15.06
USC,1961.0,10.0,0.1,0.06,0.72,0.71,37.36,-0.13,-0.8,31.73,-0.3,-0.98,7044.77,-0.2,0.62,12.33,-0.05,0.11,10.46,0.13,1.92,13.36
ALA,1961.0,11.0,0.25,0.0,0.25,-0.28,33.84,0.03,0.32,29.85,1.18,0.27,7190.11,-0.04,0.28,12.93,-0.1,-0.63,4.62,0.1,0.62,11.88
CAR,1961.0,11.0,-0.05,0.38,,,,0.2,3.18,30.36,,,,0.07,0.33,12.94,-0.16,-0.67,6.09,-0.16,-0.67,7.76
CEA,1961.0,11.0,-0.21,0.1,-0.27,0.39,17.46,-0.16,-0.69,39.8,-0.78,-0.58,7003.05,-0.14,-0.62,6.24,0.03,0.46,12.99,-0.22,0.42,12.03
CWP,1961.0,11.0,0.13,-0.35,0.48,-0.14,44.1,-0.29,0.33,50.4,0.22,-1.28,6974.8,-0.28,1.01,20.1,0.12,-0.93,5.56,0.01,0.91,14.33
MID,1961.0,11.0,0.11,0.36,0.69,1.26,27.03,0.0,0.78,44.91,,,,-0.14,-0.37,7.69,-0.16,-0.3,8.31,-0.1,-0.28,8.8
NEA,1961.0,11.0,-0.16,0.26,0.01,2.5,19.47,-0.14,-0.56,42.86,-0.93,-1.1,6965.0,-0.23,-0.87,3.65,0.13,1.22,19.01,-0.28,-1.36,3.85
NEF,1961.0,11.0,0.14,0.28,1.08,2.55,21.8,-0.22,-0.96,28.21,-0.21,-1.49,6701.4,-0.19,-0.91,4.5,-0.07,0.51,12.97,0.09,0.19,10.52
NPL,1961.0,11.0,0.22,0.36,-0.13,0.05,31.38,-0.25,0.01,12.73,1.18,0.78,7435.0,-0.03,0.13,11.81,-0.05,-0.44,7.63,0.57,1.91,17.08
NWP,1961.0,11.0,0.33,-0.12,0.81,0.86,25.73,0.19,-0.03,52.62,-0.04,-1.1,7011.76,-0.13,0.68,17.17,0.09,-0.75,5.35,0.82,0.97,13.1
SEA,1961.0,11.0,-0.13,0.25,-0.24,0.75,23.77,0.15,-0.03,54.82,-0.83,-0.08,7071.69,-0.11,-0.44,7.22,-0.07,0.85,15.14,0.1,-0.41,8.69
SPL,1961.0,11.0,-0.15,-0.12,0.31,-0.16,39.41,0.1,0.76,32.2,-1.18,-0.05,7097.67,-0.06,0.48,12.99,-0.22,-1.21,5.4,0.03,0.42,11.44
SWP,1961.0,11.0,0.09,-0.38,0.59,0.63,74.26,-0.28,0.02,26.23,0.08,-0.96,7016.75,-0.28,1.5,17.45,0.07,-0.91,5.89,-0.19,0.46,12.66
CAN,1961.0,11.0,0.13,-0.11,0.6,1.4,26.27,-0.19,-0.74,31.5,-0.04,-1.45,6938.3,-0.13,-0.02,10.13,-0.02,-0.25,9.3,0.34,0.36,10.7
USA,1961.0,11.0,0.05,-0.12,0.65,0.53,41.12,-0.02,0.49,37.5,-0.39,-0.71,7050.18,-0.24,0.6,12.47,-0.12,-0.93,7.56,-0.06,0.5,11.22
USC,1961.0,11.0,0.09,-0.08,0.69,0.72,37.39,-0.11,0.3,35.71,-0.29,-1.15,7026.63,-0.21,0.27,11.43,-0.07,-0.69,8.33,0.13,0.6,10.96
ALA,1961.0,12.0,0.25,-0.64,0.26,-0.29,33.83,0.03,-0.17,23.98,1.18,0.31,7182.11,-0.03,2.48,37.33,-0.1,-0.64,4.83,0.12,-0.6,8.28
CAR,1961.0,12.0,-0.03,0.33,,,,0.24,2.57,22.51,,,,0.07,1.44,21.54,-0.17,-0.63,6.81,-0.13,0.82,12.97
CEA,1961.0,12.0,-0.22,-0.23,-0.27,0.52,17.72,-0.17,-0.66,34.15,-0.78,-0.64,6935.82,-0.13,-0.49,5.72,-0.01,-0.69,5.04,-0.2,-0.39,8.62
CWP,1961.0,12.0,0.13,-0.24,0.48,-0.23,43.45,-0.29,-0.13,48.43,0.22,-0.71,7056.4,-0.28,0.18,11.86,0.1,-0.41,7.55,0.02,0.22,11.15
MID,1961.0,12.0,0.11,-0.01,0.67,1.43,27.47,0.0,-0.62,22.74,,,,-0.13,0.0,10.42,-0.19,-0.59,6.51,-0.08,-0.26,8.95
NEA,1961.0,12.0,-0.14,0.67,0.05,2.63,19.68,-0.14,-0.57,39.32,-0.9,0.2,7055.0,-0.24,-1.03,1.5,0.15,0.51,13.35,-0.26,0.2,10.72
NEF,1961.0,12.0,0.16,0.22,1.12,2.7,22.06,-0.21,-0.65,26.69,-0.21,-1.22,6722.2,-0.2,-0.62,5.27,-0.07,0.04,10.56,0.12,-0.13,9.6
NPL,1961.0,12.0,0.22,0.12,-0.11,-0.02,31.12,-0.25,0.9,15.64,1.17,1.19,7400.0,-0.03,0.39,13.91,-0.1,-1.14,3.4,0.57,0.18,10.81
NWP,1961.0,12.0,0.32,-0.44,0.82,0.75,25.46,0.16,-0.15,47.78,-0.04,-0.37,7081.37,-0.12,0.98,18.9,0.07,-0.85,5.14,0.77,-1.03,6.59
SEA,1961.0,12.0,-0.13,0.26,-0.27,0.9,24.08,0.18,1.82,90.29,-0.8,-0.42,6968.69,-0.1,-0.2,8.66,-0.11,-0.1,9.45,0.11,-0.81,6.86
SPL,1961.0,12.0,-0.17,-0.4,0.25,-0.12,39.53,0.09,-0.79,15.22,-1.14,-0.52,6957.33,-0.04,0.09,11.15,-0.26,-0.77,6.83,0.01,-0.08,9.76
SWP,1961.0,12.0,0.09,-0.24,0.57,0.6,74.03,-0.25,0.07,29.11,0.1,-0.64,7030.13,-0.27,0.38,12.46,0.05,-0.61,6.55,-0.2,-0.46,7.23
CAN,1961.0,12.0,0.14,-0.09,0.63,1.35,26.19,-0.21,-0.24,29.25,-0.04,-0.78,6987.39,-0.13,0.32,12.64,-0.05,-0.79,7.32,0.36,0.27,10.66
USA,1961.0,12.0,0.04,-0.39,0.61,0.55,41.18,0.0,0.23,34.15,-0.37,-0.65,7003.58,-0.22,0.77,14.55,-0.17,-1.09,6.74,-0.06,-0.58,8.51
USC,1961.0,12.0,0.09,-0.31,0.67,0.73,37.41,-0.09,0.17,32.56,-0.28,-0.77,7000.17,-0.21,0.58,13.68,-0.12,-1.15,7.0,0.14,-0.27,9.58
ALA,1962.0,1.0,0.25,0.36,0.26,-0.41,33.3,0.0,0.74,24.56,1.19,0.15,7137.33,-0.02,-0.16,8.91,-0.11,-0.14,8.69,0.13,1.66,15.8
CAR,1962.0,1.0,-0.02,0.72,,,,0.28,1.47,16.28,,,,0.06,-0.19,9.08,-0.16,0.3,13.08,-0.13,0.94,13.78
CEA,1962.0,1.0,-0.21,-0.36,-0.27,0.44,17.56,-0.16,-0.05,35.48,-0.78,-1.43,6869.14,-0.15,-0.42,7.22,0.0,-0.09,9.46,-0.21,-1.46,3.76
CWP,1962.0,1.0,0.14,-0.88,0.48,-0.22,43.5,-0.29,-1.51,27.18,0.21,-1.76,6938.6,-0.3,1.35,22.15,0.13,0.33,11.5,0.02,-0.74,5.55
MID,1962.0,1.0,0.11,0.14,0.66,1.3,27.14,0.0,0.03,22.28,,,,-0.12,0.25,12.27,-0.18,-0.48,6.92,-0.07,0.11,10.58
NEA,1962.0,1.0,-0.12,0.09,0.09,2.56,19.58,-0.14,-0.64,34.11,-0.88,-1.68,6925.0,-0.3,0.1,10.76,0.16,-0.41,7.65,-0.23,0.82,13.72
NEF,1962.0,1.0,0.17,0.2,1.15,2.51,21.75,-0.19,0.22,26.15,-0.23,-1.92,6574.0,-0.22,0.19,11.23,-0.06,-0.92,5.94,0.16,1.48,14.93
NPL,1962.0,1.0,0.24,0.71,-0.09,-0.11,30.79,-0.21,1.02,15.01,1.17,1.02,7410.0,-0.03,0.37,13.6,-0.07,0.48,13.88,0.61,2.21,19.0
NWP,1962.0,1.0,0.34,0.58,0.82,0.59,25.09,0.22,1.97,68.46,-0.04,-0.97,7011.0,-0.14,0.31,13.64,0.09,0.72,15.96,0.79,1.45,15.03
SEA,1962.0,1.0,-0.14,0.04,-0.3,0.79,23.86,0.18,0.24,57.66,-0.8,-1.32,6866.23,-0.09,0.06,10.6,-0.12,0.11,10.77,0.12,0.46,11.52
SPL,1962.0,1.0,-0.17,-0.36,0.2,-0.08,39.65,0.1,-1.0,12.39,-1.14,-1.97,6783.0,-0.03,0.95,17.17,-0.26,-0.24,8.93,0.05,2.09,17.35
SWP,1962.0,1.0,0.09,-0.15,0.55,0.62,74.2,-0.26,-0.18,27.27,0.1,-0.59,7021.0,-0.26,1.51,19.22,0.05,-0.13,9.15,-0.19,0.87,14.08
CAN,1962.0,1.0,0.16,0.52,0.66,1.13,25.86,-0.14,1.74,33.62,-0.05,-1.69,6894.0,-0.15,0.28,12.05,-0.03,0.2,11.18,0.39,2.01,15.29
USA,1962.0,1.0,0.04,-0.25,0.58,0.52,41.12,0.0,-0.47,27.04,-0.37,-1.76,6930.47,-0.21,0.86,14.57,-0.17,-0.25,9.13,-0.03,1.29,12.92
USC,1962.0,1.0,0.1,0.1,0.64,0.67,37.28,-0.07,0.12,29.26,-0.27,-1.92,6922.79,-0.21,0.63,13.46,-0.1,-0.03,10.03,0.18,2.4,14.1
ALA,1962.0,2.0,0.25,-0.09,0.26,-0.53,32.78,-0.01,0.54,19.92,1.19,-0.27,7068.67,-0.04,-0.87,2.23,-0.11,0.18,11.79,0.1,-1.35,4.47
CAR,1962.0,2.0,-0.01,0.03,,,,0.31,2.2,15.98,,,,0.07,0.69,16.02,-0.17,-1.06,3.78,-0.12,-0.34,8.2
CEA,1962.0,2.0,-0.21,-0.19,-0.28,0.35,17.4,-0.13,0.5,41.84,-0.77,0.07,6959.73,-0.13,0.13,11.19,-0.01,-0.41,6.69,-0.2,-1.51,3.91
CWP,1962.0,2.0,0.13,-0.47,0.47,-0.22,43.54,-0.3,-0.55,32.37,0.21,-0.47,7044.8,-0.28,1.15,19.73,0.14,0.24,11.33,-0.01,-0.7,7.27
MID,1962.0,2.0,0.11,0.34,0.65,1.17,26.8,0.03,1.16,32.02,,,,-0.1,0.12,10.98,-0.19,0.08,10.72,-0.06,-0.61,7.12
NEA,1962.0,2.0,-0.12,-0.55,0.13,2.5,19.47,-0.15,-1.07,29.38,-0.89,-1.95,6875.0,-0.26,1.34,19.46,0.15,-0.74,3.69,-0.23,-0.72,6.42
NEF,1962.0,2.0,0.17,-0.15,1.18,2.33,21.44,-0.17,0.43,26.16,-0.25,-0.1,6851.2,-0.18,1.07,17.46,-0.08,-0.65,4.97,0.15,-1.81,4.08
NPL,1962.0,2.0,0.24,-0.27,-0.08,-0.2,30.46,-0.17,1.56,15.93,1.15,0.24,7210.0,-0.01,1.75,24.77,-0.06,-0.09,9.68,0.58,-1.37,2.8
NWP,1962.0,2.0,0.33,-0.15,0.82,0.43,24.71,0.22,0.86,45.79,-0.04,-0.21,7047.35,-0.15,0.36,13.55,0.1,-0.16,9.12,0.73,-1.49,4.54
SEA,1962.0,2.0,-0.14,0.42,-0.32,0.69,23.65,0.18,0.94,74.03,-0.79,-0.26,6936.39,-0.08,-1.13,2.66,-0.13,1.43,20.74,0.12,-1.43,5.49
SPL,1962.0,2.0,-0.18,-0.1,0.15,-0.04,39.78,0.08,-0.76,15.32,-1.14,-1.11,6853.67,-0.01,0.71,14.68,-0.25,1.97,22.12,0.05,0.05,10.19
SWP,1962.0,2.0,0.09,0.64,0.53,0.64,74.37,-0.24,1.21,48.48,0.11,0.43,7063.0,-0.23,0.97,15.82,0.04,1.04,16.33,-0.14,1.52,16.31
CAN,1962.0,2.0,0.16,-0.27,0.69,0.92,25.54,-0.13,0.92,28.1,-0.06,-0.26,6985.45,-0.13,1.18,18.24,-0.03,-0.66,6.64,0.37,-1.36,5.55
USA,1962.0,2.0,0.03,0.28,0.55,0.5,41.05,0.01,1.09,35.63,-0.36,-0.24,6986.57,-0.19,0.21,11.1,-0.17,1.29,16.08,-0.02,-0.77,8.65
USC,1962.0,2.0,0.09,-0.03,0.62,0.61,37.15,-0.06,1.31,33.17,-0.27,-0.25,6986.33,-0.19,0.79,14.38,-0.11,0.35,11.74,0.17,-1.42,7.11
ALA,1962.0,3.0,0.24,-0.17,0.25,-0.65,32.25,0.01,0.35,21.3,1.16,-0.29,7031.56,-0.02,0.52,15.83,-0.12,-0.33,6.93,0.11,0.4,11.66
CAR,1962.0,3.0,-0.02,-0.18,,,,0.31,0.07,10.08,,,,0.09,0.34,12.96,-0.17,0.3,12.45,-0.12,-0.77,7.17
CEA,1962.0,3.0,-0.21,0.18,-0.28,0.26,17.24,-0.13,-1.01,33.33,-0.74,1.5,7067.23,-0.1,-0.33,8.57,-0.02,-0.83,4.65,-0.17,0.83,13.2
CWP,1962.0,3.0,0.12,-0.53,0.47,-0.21,43.58,-0.32,-0.08,34.99,0.19,-0.66,7006.4,-0.25,1.53,19.72,0.13,-1.09,2.54,0.02,0.36,11.47
MID,1962.0,3.0,0.1,-0.37,0.64,1.04,26.46,0.03,-0.37,30.55,,,,-0.07,0.49,13.69,-0.2,-1.25,1.88,-0.07,-0.8,7.21
NEA,1962.0,3.0,-0.11,0.88,0.17,2.44,19.37,-0.16,-1.13,29.08,-0.87,0.72,7005.0,-0.26,-1.27,2.81,0.16,0.86,15.35,-0.2,1.12,14.93
NEF,1962.0,3.0,0.17,-0.06,1.21,2.14,21.13,-0.18,-1.32,21.2,-0.27,-0.52,6896.2,-0.16,-0.53,7.48,-0.08,-0.45,7.38,0.16,-0.74,7.62
NPL,1962.0,3.0,0.23,-0.43,-0.06,-0.3,30.12,-0.18,0.24,13.26,1.15,0.96,7250.0,0.02,0.89,18.21,-0.07,-1.1,2.19,0.56,-1.52,3.64
NWP,1962.0,3.0,0.32,-0.79,0.82,0.27,24.34,0.24,-0.27,33.23,-0.05,-1.16,6934.81,-0.11,1.67,22.3,0.1,-0.91,4.05,0.73,-1.01,6.54
SEA,1962.0,3.0,-0.14,0.0,-0.34,0.58,23.44,0.19,0.09,65.14,-0.78,0.45,7018.23,-0.06,0.57,13.36,-0.13,-1.21,2.96,0.16,0.68,12.02
SPL,1962.0,3.0,-0.19,-0.64,0.11,0.0,39.9,0.06,-0.86,17.76,-1.12,-0.34,6953.33,0.02,1.05,17.63,-0.25,-1.31,2.98,0.05,-0.3,9.16
SWP,1962.0,3.0,0.07,-0.7,0.52,0.66,74.54,-0.24,-0.59,19.93,0.1,-0.96,6948.75,-0.19,1.89,20.07,0.02,-0.98,2.24,-0.15,-0.43,7.89
CAN,1962.0,3.0,0.16,-0.55,0.71,0.71,25.21,-0.12,-0.93,21.82,-0.08,-0.78,6946.83,-0.1,0.55,13.56,-0.03,-0.56,7.3,0.37,-1.16,7.11
USA,1962.0,3.0,0.02,-0.47,0.52,0.48,40.98,0.01,-0.74,29.3,-0.35,0.49,7024.7,-0.15,1.34,16.34,-0.19,-1.7,3.34,-0.01,0.0,10.01
USC,1962.0,3.0,0.08,-0.58,0.6,0.56,37.02,-0.06,-0.95,27.0,-0.27,0.06,7008.31,-0.15,1.01,15.03,-0.12,-1.26,5.2,0.18,-0.85,8.57
ALA,1962.0,4.0,0.24,0.28,0.24,-0.77,31.73,0.02,-0.3,17.98,1.17,0.82,7053.67,-0.01,-0.39,6.42,-0.13,-0.11,8.74,0.13,1.65,17.21
CAR,1962.0,4.0,-0.02,-0.37,,,,0.28,-1.09,1.64,,,,0.09,-0.64,6.45,-0.18,-1.08,4.27,-0.08,0.05,10.15
CEA,1962.0,4.0,-0.22,-0.33,-0.29,0.18,17.08,-0.14,-0.09,43.21,-0.74,-1.04,6941.23,-0.08,0.93,13.38,-0.03,0.73,14.25,-0.18,-0.8,6.18
CWP,1962.0,4.0,0.13,0.22,0.46,-0.2,43.62,-0.32,-0.34,26.0,0.19,-0.05,6964.4,-0.25,-0.91,3.8,0.16,1.16,18.42,0.02,-0.13,9.44
MID,1962.0,4.0,0.08,-0.52,0.63,0.91,26.12,-0.02,-2.2,25.0,,,,-0.07,0.61,12.84,-0.2,-0.2,8.81,-0.06,-0.5,7.74
NEA,1962.0,4.0,-0.1,0.67,0.21,2.38,19.27,-0.13,2.63,68.55,-0.86,-0.31,6915.0,-0.26,0.6,13.45,0.16,0.0,10.1,-0.22,-0.1,9.62
NEF,1962.0,4.0,0.16,-0.2,1.23,1.95,20.82,-0.2,-0.85,26.95,-0.27,-0.41,7247.8,-0.15,0.77,13.23,-0.09,-0.25,8.64,0.16,-0.85,6.83
NPL,1962.0,4.0,0.23,-0.16,-0.05,-0.39,29.79,-0.2,-0.76,12.52,1.14,0.62,7190.0,0.01,-0.22,8.72,-0.07,-0.27,8.07,0.57,-0.35,8.69
NWP,1962.0,4.0,0.33,0.16,0.82,0.11,23.96,0.25,0.25,33.05,-0.06,-0.24,6943.38,-0.11,-0.79,4.27,0.11,0.02,10.16,0.75,0.02,10.09
SEA,1962.0,4.0,-0.16,-0.71,-0.36,0.48,23.23,0.16,0.21,64.35,-0.79,-1.74,6908.31,-0.03,1.62,18.24,-0.16,-0.69,6.31,0.14,-0.88,6.1
SPL,1962.0,4.0,-0.2,-0.37,0.08,0.04,40.02,-0.01,-0.93,26.94,-1.12,-1.06,6964.33,0.0,-0.61,6.87,-0.23,-0.11,9.41,0.06,-0.78,6.86
SWP,1962.0,4.0,0.07,-0.09,0.51,0.68,74.71,-0.28,-1.66,8.4,0.09,-1.03,6924.63,-0.2,-1.12,2.75,0.06,1.19,17.72,-0.17,-0.87,4.59
CAN,1962.0,4.0,0.16,-0.17,0.73,0.49,24.89,-0.14,-0.46,24.9,-0.08,-0.37,7052.15,-0.1,-0.19,9.11,-0.03,-0.31,8.46,0.4,-0.53,8.98
USA,1962.0,4.0,0.01,-0.38,0.5,0.45,40.92,-0.07,-1.63,28.35,-0.36,-1.26,6951.83,-0.15,-0.36,8.5,-0.17,0.42,11.37,-0.01,-0.62,8.18
USC,1962.0,4.0,0.07,-0.43,0.58,0.5,36.89,-0.14,-1.57,27.34,-0.28,-1.07,6972.95,-0.15,-0.31,8.76,-0.11,0.06,10.16,0.19,-0.83,8.57
ALA,1962.0,5.0,0.22,-0.51,0.22,-0.9,31.2,0.05,0.05,20.36,1.14,0.25,6996.56,0.01,0.81,16.23,-0.15,-1.08,1.91,0.09,-0.58,7.99
CAR,1962.0,5.0,-0.03,-1.38,,,,0.27,-0.8,9.56,,,,0.1,1.43,17.1,-0.19,-1.76,2.25,-0.11,-1.52,5.23
CEA,1962.0,5.0,-0.21,-0.22,-0.3,0.09,16.92,-0.15,-1.07,33.51,-0.73,-0.89,7003.27,-0.09,-0.43,7.52,-0.01,1.25,16.44,-0.19,-1.15,4.99
CWP,1962.0,5.0,0.11,-0.25,0.46,-0.2,43.66,-0.32,1.1,34.8,0.15,0.38,6949.6,-0.22,0.31,10.44,0.12,-1.3,2.66,0.03,-1.19,5.42
MID,1962.0,5.0,0.1,1.29,0.62,0.78,25.78,-0.03,0.87,59.51,,,,-0.1,-1.26,2.57,-0.16,2.35,27.57,-0.05,1.18,15.39
NEA,1962.0,5.0,-0.09,-0.26,0.25,2.32,19.16,-0.13,-1.58,21.84,-0.87,-0.78,6885.0,-0.28,0.14,10.52,0.16,-0.73,6.09,-0.24,-0.68,7.78
NEF,1962.0,5.0,0.18,0.53,1.25,1.77,20.51,-0.18,0.45,41.45,-0.27,-0.7,7097.07,-0.17,-0.74,6.08,-0.07,0.77,14.74,0.15,0.16,10.47
NPL,1962.0,5.0,0.23,-0.42,-0.04,-0.48,29.46,-0.17,0.29,28.52,1.13,0.74,7290.0,0.01,0.05,10.33,-0.09,-1.32,1.96,0.54,-1.67,5.55
NWP,1962.0,5.0,0.3,-1.04,0.82,-0.05,23.59,0.23,-0.97,28.05,-0.08,-0.91,6930.4,-0.08,0.96,13.67,0.06,-1.56,2.51,0.7,-1.76,4.61
SEA,1962.0,5.0,-0.16,0.38,-0.37,0.37,23.02,0.13,-1.36,45.67,-0.79,-0.87,6998.39,-0.04,-1.54,1.68,-0.1,3.87,30.77,0.12,-1.26,4.09
SPL,1962.0,5.0,-0.2,0.68,0.05,0.08,40.15,-0.06,0.25,50.2,-1.13,-1.68,6958.67,-0.03,-1.44,4.02,-0.19,1.67,16.25,0.11,2.35,18.29
SWP,1962.0,5.0,0.06,-0.12,0.5,0.7,74.88,-0.34,-0.44,14.78,0.06,-0.35,6962.19,-0.2,1.27,15.27,0.09,0.61,12.78,-0.17,0.0,10.02
CAN,1962.0,5.0,0.16,-0.59,0.75,0.28,24.56,-0.12,-0.1,31.98,-0.09,-0.79,7002.12,-0.1,0.16,10.41,-0.05,-0.95,6.51,0.36,-1.82,6.64
USA,1962.0,5.0,0.0,0.32,0.48,0.43,40.85,-0.13,-0.46,38.28,-0.37,-1.05,6989.03,-0.16,-0.52,8.18,-0.13,2.19,15.99,-0.01,0.25,10.54
USC,1962.0,5.0,0.05,-0.17,0.56,0.44,36.76,-0.18,-0.43,36.59,-0.29,-1.02,6991.78,-0.16,-0.24,9.11,-0.09,0.78,12.03,0.17,-1.04,8.6
ALA,1962.0,6.0,0.22,0.15,0.2,-1.02,30.68,0.09,0.99,30.2,1.12,0.65,7036.33,0.03,0.29,10.5,-0.19,0.06,10.11,0.12,0.48,12.0
CAR,1962.0,6.0,-0.02,0.0,,,,0.29,1.17,38.65,,,,0.06,0.18,10.56,-0.2,-0.94,5.32,-0.1,-0.04,9.9
CEA,1962.0,6.0,-0.23,-0.51,-0.3,0.0,16.76,-0.15,-0.71,37.93,-0.73,-1.0,7015.64,-0.09,-1.09,5.09,-0.06,-0.7,6.36,-0.2,-1.74,2.46
CWP,1962.0,6.0,0.1,-0.68,0.45,-0.19,43.71,-0.33,-1.42,12.72,0.13,-0.77,6908.4,-0.2,0.4,11.3,0.11,-1.01,3.04,0.04,-0.3,8.47
MID,1962.0,6.0,0.08,-0.34,0.61,0.65,25.45,-0.07,-0.75,45.7,,,,-0.1,-0.62,6.38,-0.17,-1.0,3.52,-0.06,-1.22,4.7
NEA,1962.0,6.0,-0.08,-0.13,0.29,2.26,19.06,-0.11,-0.51,38.46,-0.86,-1.56,6885.0,-0.29,0.01,9.96,0.15,-0.51,7.61,-0.23,-0.47,8.12
